product_id,product_name,category,subcategory,brand,price,original_price,discount_percent,stock,rating,review_count,sales_count,view_count,cart_add_count,wishlist_count,return_rate,seller_count,shipping_days,is_original,color,weight_grams,demand_score,popularity_score,target_sales_next_7_days
10323,DJI X,Camera,Action Camera,DJI,128099070,158147000,19,300,3.9,4574,16034,1498602,65046,17592,0.056,14,7,1,White,559,83.1,69.2,411
10324,Eastpak Advanced,Fashion,Backpack,Eastpak,8964970,10073000,11,166,4.7,10630,8794,888480,46997,33916,0.069,5,5,1,Gold,1109,74.4,82.2,492
10325,Samsung Standard,Mobile,Smartwatch,Samsung,36665850,56409000,35,95,4.0,800,2028,249570,11591,1599,0.026,10,3,1,Gray,1214,41.6,28.1,162
10326,Samsung Odyssey 16,Digital Products,Monitor,Samsung,23412510,23649000,1,121,4.1,581,777,94205,4382,2336,0.052,20,2,1,Gold,3735,19.5,19.3,35
10327,Adidas Premium,Fashion,Jacket,Adidas,5327520,6054000,12,1265,4.7,11898,12644,1406522,88086,41847,0.074,18,6,1,White,1626,84.0,89.0,1003
10328,Penguin Pro,Books,Novel,Penguin,4464880,4556000,2,5,3.9,191,261,40290,1060,1371,0.069,18,5,1,Black,4076,18.0,14.3,9
10329,Nikon Pro,Camera,Camera Lens,Nikon,23212330,38053000,39,629,4.4,5178,12891,1136693,22653,17889,0.033,11,2,1,Black,2491,82.4,73.6,643
10330,HP ThinkPad 34,Laptop,Laptop,HP,84495000,98250000,14,566,4.5,7329,7253,1034352,44211,39540,0.013,14,1,1,Green,2057,75.8,78.3,402
10331,Corsair Rival 3,Digital Products,Mouse,Corsair,47259240,56261000,16,1136,4.3,3163,5062,427180,10359,5801,0.025,15,1,1,Gold,2419,43.8,39.6,129
10332,Cougar Advanced,Gaming,Gaming Chair,Cougar,28281960,32886000,14,178,4.1,5153,5759,1070736,25566,25369,0.076,4,7,1,Blue,3588,62.0,76.3,438
10333,Cougar Advanced,Gaming,Gaming Chair,Cougar,30531880,37234000,18,121,4.1,5396,6636,675024,10714,19720,0.064,1,1,1,Green,4603,57.1,61.7,443
10334,Apple ZenBook 27,Laptop,Ultrabook,Apple,34005440,36176000,6,34,4.6,9827,16257,1705025,81964,31604,0.058,4,4,1,Silver,2920,76.5,87.6,1093
10335,Bosch Plus,Home Appliances,Refrigerator,Bosch,24829440,40704000,39,454,4.7,6886,13263,761764,36817,3999,0.018,9,5,1,Gray,4570,76.3,64.9,1055
10336,JBL QuietComfort 24,Digital Products,Headphones,JBL,55158080,56864000,3,1091,4.4,10194,4649,1097478,33020,38047,0.075,20,3,1,Gold,181,66.1,86.5,267
10337,Puma Pro,Fashion,Jacket,Puma,10245840,11643000,12,5,3.9,11269,7494,1039795,28438,15313,0.047,13,2,1,Black,1898,71.0,79.2,140
10338,Nintendo Switch OLED,Gaming,Game Console,Nintendo,17678000,17678000,0,55,4.8,9136,5346,906362,43133,24399,0.058,16,2,0,Black,2782,61.6,77.4,115
10339,HP EliteBook 3,Laptop,Ultrabook,HP,19038710,31211000,39,1234,4.6,20147,31968,1922989,35722,18198,0.061,20,6,1,White,1328,96.2,92.8,1409
10340,Whirlpool Premium,Home Appliances,Refrigerator,Whirlpool,51716120,70844000,27,529,4.4,15139,22001,1845864,37969,51282,0.048,11,5,1,White,150,91.9,88.1,1457
10341,8BitDo Xbox Wireless Controller,Gaming,Game Controller,8BitDo,61378690,63277000,3,138,4.3,1479,2349,289220,11271,11161,0.009,5,2,1,Red,2434,28.0,31.8,123
10342,Xiaomi Plus,Mobile,Tablet,Xiaomi,28438290,34263000,17,678,4.2,4163,4273,422575,14276,11990,0.062,19,5,0,Blue,3479,40.2,41.9,364
10343,Samsung Plus,Mobile,Smartwatch,Samsung,58085160,69149000,16,6,3.7,5091,3740,501759,29804,9110,0.062,12,1,1,Black,4594,41.4,45.1,108
10344,Apple S24,Mobile,Smartphone,Apple,44332260,45237000,2,180,4.4,8580,9914,1857281,45662,64380,0.039,9,1,1,Gray,198,72.0,86.4,308
10345,Insta360 HERO,Camera,Action Camera,Insta360,89139300,146130000,39,774,4.8,3469,20441,1307453,29997,48827,0.016,12,3,1,Silver,428,97.7,79.2,1727
10346,Bosch Plus,Home Appliances,Refrigerator,Bosch,47503780,76619000,38,1371,3.8,12803,26344,1858229,102205,60324,0.041,17,4,1,Red,4134,95.8,83.6,1873
10347,Oxford Standard,Books,Science Book,Oxford,2891720,3484000,17,772,4.2,6958,13303,1658559,43396,58399,0.051,19,2,0,Red,2135,79.8,77.6,303
10348,Xiaomi Premium,Mobile,Tablet,Xiaomi,60419700,67133000,10,135,4.3,4870,4148,858136,36354,12490,0.012,3,3,1,Blue,4160,59.3,67.2,312
10349,ASUS Nitro 5,Laptop,Gaming Laptop,ASUS,61833620,63746000,3,133,4.3,6691,5052,690969,42494,8065,0.054,1,7,1,Red,2754,57.5,61.9,238
10350,LG UltraGear 32,Digital Products,Monitor,LG,48398150,49895000,3,87,4.9,3512,4248,490653,28570,15463,0.071,11,7,1,Green,1766,43.4,54.0,69
10351,DXRacer Premium,Gaming,Gaming Chair,DXRacer,48396840,51486000,6,32,3.8,8468,6302,879515,46595,13621,0.099,5,2,0,Red,4704,62.9,70.7,349
10352,LG Standard,Home Appliances,Air Conditioner,LG,58830500,60650000,3,70,4.6,1207,1358,228331,15505,6248,0.022,6,1,1,Gold,269,24.6,28.8,90
10353,ASUS TUF Gaming 16,Laptop,Gaming Laptop,ASUS,21018060,21447000,2,422,4.6,21453,14864,1803436,39860,35427,0.059,5,7,1,Green,3044,72.7,99.0,451
10354,Springer Pro,Books,Science Book,Springer,1244880,1368000,9,1884,4.1,10365,17116,1729775,102776,40485,0.064,15,5,1,White,2408,83.5,87.7,713
10355,Adidas Premium,Fashion,Backpack,Adidas,4489380,4581000,2,490,4.3,14396,7825,1295987,32515,32272,0.109,6,3,1,Blue,596,66.9,92.0,218
10356,ASUS ROG 16,Laptop,Gaming Laptop,ASUS,89148540,120471000,26,236,3.9,5601,8177,860533,24871,19544,0.055,13,3,1,Silver,2724,62.1,65.8,453
10357,Cambridge Pro,Books,Science Book,Cambridge,762120,876000,13,181,4.2,3411,5267,508626,15438,5415,0.032,10,1,1,Green,1429,40.7,47.9,266
10358,Samsung Premium,Home Appliances,Refrigerator,Samsung,101323000,101323000,0,631,3.9,13470,10352,1331751,66928,40051,0.012,15,1,1,Black,3141,72.3,90.9,317
10359,Nike Suede,Fashion,Sneakers,Nike,13524710,13943000,3,262,5,4162,12328,1403388,85531,39637,0.043,4,7,1,Silver,1746,80.9,79.4,481
10360,Canon D,Camera,DSLR Camera,Canon,170468000,179440000,5,44,4.6,3371,4938,816683,22136,22890,0.024,3,2,1,Gold,508,57.0,69.3,364
10361,Lenovo ZenBook 27,Laptop,Ultrabook,Lenovo,86121630,141183000,39,18,4.4,13996,20200,1455337,76869,57093,0.072,20,5,1,Silver,3162,98.7,94.0,842
10362,Nintendo Xbox Series X,Gaming,Game Console,Nintendo,31383700,36922000,15,60,4.5,425,994,126167,5353,1522,0.078,20,4,1,Red,1149,23.6,25.9,67
10363,Sony Switch OLED,Gaming,Game Console,Sony,45514800,48420000,6,390,3.6,3737,3302,432130,12384,12556,0.016,17,3,1,Black,579,38.5,39.3,87
10364,LG Plus,Home Appliances,Washing Machine,LG,76278990,87677000,13,404,4.1,18881,15846,1668224,46705,12904,0.064,8,4,1,Silver,2533,79.2,88.9,797
10365,Acer Katana 4,Laptop,Gaming Laptop,Acer,74344270,81697000,9,170,4.0,3772,9425,1060175,71515,23186,0.041,10,5,1,Gray,2153,71.0,71.9,314
10366,Nikon EOS,Camera,DSLR Camera,Nikon,31564000,48560000,35,12,4.1,19,78,9267,394,281,0.017,12,4,1,White,1137,29.8,20.9,2
10367,Puma Standard,Fashion,Jacket,Puma,10785020,12118000,11,1480,4.2,8454,11136,1444366,55351,19697,0.078,1,6,1,Gray,2190,76.7,82.5,259
10368,Sony WH 27,Digital Products,Headphones,Sony,30833400,47436000,35,679,4.4,7560,12909,834467,57226,6519,0.012,14,3,1,Green,480,79.7,66.1,1221
10369,Nikon EOS,Camera,DSLR Camera,Nikon,88736750,112325000,21,13,4.9,28,104,13964,263,410,0.021,6,2,1,Gray,705,23.1,20.4,3
10370,Samsung Plus,Home Appliances,Refrigerator,Samsung,26835730,43993000,39,600,4.2,11131,28525,1828410,90462,49101,0.006,3,4,1,White,2852,92.5,83.6,1819
10371,Nintendo Switch OLED,Gaming,Game Console,Nintendo,10381140,10486000,1,1237,4.4,7891,7097,1095914,74427,15676,0.009,14,3,1,Red,2632,70.6,81.2,358
10372,GoPro HERO,Camera,Action Camera,GoPro,86889039,127778000,32,1144,4.0,7801,9848,843153,53825,8313,0.066,8,3,1,Gold,4268,75.0,64.0,1026
10373,Garmin Pro,Mobile,Smartwatch,Garmin,41040270,50667000,19,1348,4.0,3984,5837,490307,9548,9794,0.007,4,6,1,Silver,1222,49.2,49.3,424
10374,No Starch Press Standard,Books,Programming Book,No Starch Press,3943520,4024000,2,45,4.1,10816,4762,936431,38879,22402,0.079,4,4,0,Black,1362,63.8,78.1,157
10375,Penguin Plus,Books,Novel,Penguin,3845520,4578000,16,772,4.8,11064,10261,1032212,68381,32846,0.061,13,6,1,Green,1961,75.5,85.0,215
10376,Bosch Plus,Home Appliances,Refrigerator,Bosch,32176620,51074000,37,867,4.6,11340,11057,1210382,38845,31048,0.069,11,7,1,Gray,4307,85.9,88.3,270
10377,Nikon EOS,Camera,DSLR Camera,Nikon,112612680,139028000,19,63,4.1,2679,2990,309673,18292,9167,0.03,9,7,1,Gold,741,37.6,38.4,149
10378,LG Plus,Home Appliances,Washing Machine,LG,56901460,73898000,23,691,4.2,7435,8437,627761,32178,21782,0.02,14,6,1,Red,3256,59.1,61.8,343
10379,Adidas Suede,Fashion,Sneakers,Adidas,9362250,12825000,27,1192,4.5,16521,13606,1816330,72951,19487,0.099,5,2,1,Silver,124,84.3,93.0,417
10380,Adidas Pro,Fashion,Jacket,Adidas,1948620,2073000,6,304,3.7,3774,7350,994289,17783,39085,0.063,13,2,1,Silver,3299,60.8,75.8,516
10381,Acer TUF Gaming 27,Laptop,Gaming Laptop,Acer,96109650,105615000,9,15,4.4,171,99,24832,1285,567,0.012,9,6,1,Gray,2672,17.7,20.3,4
10382,ASUS XPS 10,Laptop,Ultrabook,ASUS,99969760,126544000,21,254,4.4,6247,7819,826351,36775,27622,0.048,7,6,1,Gray,1837,62.2,71.4,256
10383,Apple QuietComfort 65,Digital Products,Headphones,Apple,50153000,50153000,0,66,4.0,1950,943,262050,10028,9979,0.05,10,6,1,Gray,475,24.3,32.1,71
10384,LG Plus,Home Appliances,Refrigerator,LG,14369580,14814000,3,284,4.3,6643,4422,629035,16881,6099,0.011,5,6,1,White,4554,42.5,54.9,283
10385,Cougar Plus,Gaming,Gaming Chair,Cougar,72984740,75242000,3,671,4.2,11844,9888,1320800,33805,23807,0.013,14,7,1,Green,3154,63.1,85.4,169
10386,Puma Air Max,Fashion,Sneakers,Puma,4188600,6444000,35,455,3.2,7724,10368,1632233,102483,21058,0.042,13,1,1,White,1489,80.9,77.5,644
10387,Insta360 Osmo Action,Camera,Action Camera,Insta360,165570570,167243000,1,103,4.7,595,951,101086,3435,3128,0.025,16,5,1,Black,4257,22.0,26.4,24
10388,Nikon D,Camera,DSLR Camera,Nikon,50959090,55999000,9,468,5,7417,5844,742894,31664,10886,0.023,10,6,1,Blue,1132,60.7,69.1,289
10389,Acer IdeaPad 3,Laptop,Laptop,Acer,112742400,117440000,4,1054,3.6,22662,14322,1949989,74721,44467,0.061,18,6,1,Black,1878,79.3,96.4,800
10390,Whirlpool Plus,Home Appliances,Refrigerator,Whirlpool,62982400,98410000,36,208,4.3,11591,23834,1602116,43863,12222,0.069,14,4,1,Red,977,93.6,82.2,2255
10391,8BitDo Xbox Wireless Controller,Gaming,Game Controller,8BitDo,38509970,39701000,3,1896,4.1,17387,10267,1548252,102340,59715,0.072,20,7,1,Red,98,72.4,91.8,288
10392,ASUS Odyssey 3,Digital Products,Monitor,ASUS,25839370,29033000,11,16,4.0,1299,1813,178220,11480,3453,0.038,8,4,1,Blue,3035,26.2,24.3,97
10393,Packt Advanced,Books,Programming Book,Packt,3755000,3755000,0,656,4.5,7220,14398,1853493,31906,34862,0.049,7,4,0,Blue,1023,72.1,82.4,950
10394,Eastpak Plus,Fashion,Backpack,Eastpak,1424140,2297000,38,1389,4.1,3677,23820,1662939,39170,37416,0.101,11,4,0,Black,3608,94.2,74.3,625
10395,Corsair MX Keys 65,Digital Products,Keyboard,Corsair,10842000,18070000,40,386,4.1,3499,7441,519239,30141,4469,0.037,19,6,1,Silver,1036,57.1,41.9,828
10396,LG Premium,Home Appliances,Refrigerator,LG,55778800,63385000,12,1318,4.0,12239,11266,1468839,40728,24626,0.019,2,3,1,Red,2348,78.2,86.2,408
10397,Xiaomi S24,Mobile,Smartphone,Xiaomi,40857300,45397000,10,1398,4.0,8618,9851,1905724,80079,31825,0.033,18,7,1,Red,196,75.5,80.7,612
10398,Nintendo Xbox Series X,Gaming,Game Console,Nintendo,11010109,16433000,33,837,4.1,2274,4164,274147,13186,1764,0.062,7,2,1,White,663,46.5,33.1,171
10399,JBL Tune 10,Digital Products,Headphones,JBL,29132830,36877000,21,1786,4.8,20700,17842,1870292,128361,67932,0.047,3,4,1,Black,265,90.6,100,425
10400,Gree Standard,Home Appliances,Air Conditioner,Gree,47154830,77303000,39,211,3.8,2216,3694,347616,14951,8581,0.058,6,1,1,Silver,4900,47.8,39.5,277
10401,Microsoft Xbox Wireless Controller,Gaming,Game Controller,Microsoft,34968780,40194000,13,111,4.4,1767,2467,359341,18031,13644,0.049,2,6,0,Silver,4429,33.5,41.7,168
10402,Secretlab Premium,Gaming,Gaming Chair,Secretlab,41469400,43652000,5,32,4.7,996,1064,120590,1877,2103,0.02,1,5,1,White,3179,26.4,24.2,60
10403,No Starch Press Advanced,Books,Programming Book,No Starch Press,1608200,1870000,14,1015,4.5,10947,10472,1694438,93430,34204,0.028,6,4,1,Gray,1597,77.5,90.2,284
10404,AOC UltraGear 3,Digital Products,Monitor,AOC,10102950,10205000,1,192,4.0,3372,3734,514834,25989,9826,0.015,1,5,1,Green,219,36.4,42.8,259
10405,MSI Nitro 2,Laptop,Gaming Laptop,MSI,76793820,123861000,38,1819,4.7,8941,20270,1660732,89530,20063,0.067,6,3,1,Gray,2098,93.9,83.2,1245
10406,Lenovo MacBook Air 16,Laptop,Ultrabook,Lenovo,95332300,136189000,30,146,4.7,599,3031,297949,8145,3853,0.032,8,6,1,White,3114,37.9,31.1,103
10407,Nikon Alpha,Camera,Mirrorless Camera,Nikon,16652180,19363000,14,293,4.0,1426,3482,373935,14354,13558,0.005,12,1,1,Gold,1055,41.9,41.6,172
10408,Corsair BlackWidow 10,Digital Products,Keyboard,Corsair,23457720,30074000,22,592,4.4,19385,15057,1647909,98554,14766,0.07,3,3,0,Gray,3204,83.8,91.7,926
10409,Canon D,Camera,DSLR Camera,Canon,102441630,117749000,13,449,3.9,11545,8318,1130334,40866,28635,0.073,3,2,1,Silver,335,68.8,84.4,172
10410,Nikon D,Camera,DSLR Camera,Nikon,32049499,45785000,30,141,4.2,13558,15627,1157080,75456,15606,0.049,4,6,1,Green,353,90.3,83.3,313
10411,Penguin Pro,Books,Novel,Penguin,1304790,1403000,7,33,4.3,1713,1191,166160,6298,5282,0.071,10,4,1,Red,3687,26.9,30.1,34
10412,Samsung Standard,Mobile,Smartwatch,Samsung,29017000,29017000,0,1027,4.4,10893,13069,1746756,117300,36507,0.021,10,6,1,Gray,2276,79.3,86.4,776
10413,Google A56,Mobile,Smartphone,Google,13045680,18119000,28,552,3.8,5947,8818,982881,35310,6795,0.006,4,1,1,Red,153,71.8,66.4,200
10414,Nintendo PlayStation 5,Gaming,Game Console,Nintendo,8964740,9242000,3,20,4.4,2104,1509,178840,8238,4422,0.032,3,3,1,Red,2363,28.7,29.8,49
10415,Bose Soundcore 32,Digital Products,Headphones,Bose,33463980,33802000,1,349,4.3,16872,6882,1693938,69845,59979,0.017,15,1,1,White,298,70.7,95.7,395
10416,Canon Advanced,Camera,Camera Lens,Canon,79187480,84242000,6,153,4.2,20471,14613,1795562,30884,53771,0.078,5,5,1,Gold,847,77.3,93.9,983
10417,ASUS Katana 9,Laptop,Gaming Laptop,ASUS,27036800,42245000,36,262,4.7,1876,3974,339132,6413,10130,0.094,15,6,0,White,3099,41.1,42.7,243
10418,ASUS AGON 65,Digital Products,Monitor,ASUS,26293050,41735000,37,174,4.5,2223,12302,784170,29583,16274,0.035,20,6,1,Silver,4644,71.2,64.3,469
10419,ASUS Pavilion 27,Laptop,Laptop,ASUS,30319700,32255000,6,1573,3.8,6535,8785,982992,19384,30091,0.014,14,2,1,White,2399,61.3,78.4,260
10420,Packt Premium,Books,Programming Book,Packt,1155360,1392000,17,440,3.7,5162,3603,671980,46588,21568,0.035,16,2,1,Black,3514,52.5,59.8,64
10421,Cougar Premium,Gaming,Gaming Chair,Cougar,71569510,73783000,3,357,4.3,5478,15206,1873410,121004,31793,0.064,14,4,1,Gray,3628,76.6,80.6,463
10422,Samsung Advanced,Home Appliances,Refrigerator,Samsung,58224000,97040000,40,604,5.0,18403,15653,1969660,118943,60388,0.014,16,7,1,Green,2202,94.8,94.0,1087
10423,Vintage Pro,Books,Novel,Vintage,483060,498000,3,590,3.9,1442,3407,394045,14093,6770,0.054,1,3,1,Black,2523,37.7,37.4,226
10424,Cambridge Advanced,Books,Science Book,Cambridge,2190350,3085000,29,181,4.5,6462,7180,893570,51004,8013,0.058,18,5,1,Green,3175,72.5,70.2,527
10425,MSI IdeaPad 3,Laptop,Laptop,MSI,105147000,105147000,0,66,4.0,18616,11211,1956087,129097,16606,0.031,10,7,1,Silver,2962,71.5,86.7,793
10426,Cambridge Pro,Books,Science Book,Cambridge,2419060,3269000,26,1698,4.5,5150,14074,1064932,67493,15183,0.067,8,1,1,Green,317,81.0,71.7,738
10427,GoPro X,Camera,Action Camera,GoPro,117105190,120727000,3,177,4.5,8446,4013,821246,48513,20715,0.064,13,3,1,Green,1942,54.1,74.8,192
10428,Secretlab Advanced,Gaming,Gaming Chair,Secretlab,31389930,31707000,1,5,4.8,345,234,54271,2691,1398,0.022,19,4,1,Gray,3766,18.8,24.8,6
10429,Beko Advanced,Home Appliances,Washing Machine,Beko,96410000,96410000,0,27,4.8,1462,1147,174486,8177,1504,0.013,5,3,1,Gray,810,19.3,32.1,70
10430,Samsung Premium,Mobile,Tablet,Samsung,17461940,18002000,3,5,4.1,5068,7195,881109,28413,32416,0.046,6,6,1,Black,1010,63.7,76.3,317
10431,Kingston 990 Pro 5,Digital Products,SSD,Kingston,40522000,40522000,0,1,3.7,203,143,48814,1711,1779,0.042,5,3,1,Silver,803,11.8,18.3,4
10432,Puma Ultraboost,Fashion,Sneakers,Puma,2993600,3742000,20,678,4.2,17075,21140,1861334,126390,16009,0.064,7,6,1,Gold,3521,91.1,86.7,696
10433,Bosch Pro,Home Appliances,Vacuum Cleaner,Bosch,67525920,68904000,2,50,4.6,434,669,71299,3437,2545,0.033,1,1,1,Red,3567,21.5,21.9,14
10434,Sony Z,Camera,Mirrorless Camera,Sony,8468460,10857000,22,308,4.2,2986,4473,448813,26362,16361,0.066,7,5,1,Blue,453,48.2,47.4,277
10435,LG Premium,Home Appliances,Washing Machine,LG,75359000,75359000,0,294,4.1,2137,3728,575990,18995,10598,0.01,1,4,1,Green,353,44.9,51.9,68
10436,Lenovo TUF Gaming 9,Laptop,Gaming Laptop,Lenovo,111659780,118787000,6,116,4.4,1269,1120,167783,5406,4434,0.015,16,7,1,White,2631,28.2,25.0,37
10437,Canon Plus,Camera,Camera Lens,Canon,30140810,31073000,3,88,4.5,13959,8444,1892710,28905,55055,0.038,4,1,0,White,2210,64.3,91.4,485
10438,Crucial 990 Pro 4,Digital Products,SSD,Crucial,14991629,21727000,31,2137,3.7,12387,18140,1579728,97561,57409,0.027,17,2,1,Gold,2348,88.6,87.1,554
10439,HP Legion 27,Laptop,Gaming Laptop,HP,80712170,104821000,23,249,4.3,3002,4107,432285,11536,12306,0.015,4,3,1,Red,2377,46.2,45.7,263
10440,Sigma Standard,Camera,Camera Lens,Sigma,138322970,142601000,3,209,4.2,3257,4722,839790,25429,9025,0.045,5,4,1,White,2020,49.3,61.4,143
10441,GoPro X,Camera,Action Camera,GoPro,28234780,30037000,6,374,4.5,3151,2234,445234,7980,6473,0.056,14,2,1,Green,1497,36.7,44.4,100
10442,Samsung Pro,Home Appliances,Refrigerator,Samsung,11196239,16964000,34,1466,4.6,5626,11030,1206845,22473,10301,0.058,13,4,1,Silver,2247,79.8,71.2,432
10443,DXRacer Pro,Gaming,Gaming Chair,DXRacer,26039620,29258000,11,340,3.9,15467,12705,1469494,77642,16102,0.076,15,2,0,Gold,3555,75.0,82.7,333
10444,Garmin Premium,Mobile,Smartwatch,Garmin,7236590,8131000,11,116,3.9,3494,4487,519566,9084,2914,0.031,17,5,1,Gray,819,37.4,46.8,159
10445,Cougar Advanced,Gaming,Gaming Chair,Cougar,47473200,52748000,10,461,4.0,18950,17213,1736416,100015,60763,0.042,9,6,1,Black,1261,87.1,97.5,804
10446,Daikin Plus,Home Appliances,Air Conditioner,Daikin,106489350,107565000,1,1840,4.7,22302,17220,1931237,96813,74914,0.008,17,2,1,Red,2763,79.9,98.1,1180
10447,Fujifilm X-T,Camera,Mirrorless Camera,Fujifilm,97059140,156547000,38,1186,4.2,3462,22642,1662158,109698,16870,0.026,20,5,1,Blue,1297,94.7,74.1,414
10448,ASUS Inspiron 2,Laptop,Laptop,ASUS,71818820,76403000,6,2296,4.4,3510,10558,1749755,50443,30196,0.075,5,1,1,Gray,1905,73.0,80.3,290
10449,Gree Premium,Home Appliances,Air Conditioner,Gree,15318209,22863000,33,817,4.2,14745,22868,1930286,101032,31438,0.019,9,2,1,Silver,2516,93.0,88.6,1957
10450,Adidas 574,Fashion,Sneakers,Adidas,11278400,11872000,5,1889,4.6,17358,14028,1961085,67982,34116,0.073,1,5,1,Green,774,80.8,96.0,440
10451,Kingston 990 Pro 34,Digital Products,SSD,Kingston,52251120,56184000,7,54,4.1,8142,4036,845530,36772,29062,0.056,11,5,1,Blue,4682,56.7,73.0,87
10452,Samsung Standard,Mobile,Smartwatch,Samsung,23397780,26894000,13,736,4.0,3495,5980,1039229,66747,28462,0.024,1,7,1,Silver,989,65.0,72.1,416
10453,ASUS Nitro 15,Laptop,Gaming Laptop,ASUS,71211000,71211000,0,112,4.2,982,1282,255957,7146,8874,0.057,20,1,1,Black,1856,21.0,34.5,36
10454,Gree Advanced,Home Appliances,Air Conditioner,Gree,38829780,47938000,19,426,4.7,8559,13661,1235227,63890,23088,0.072,14,2,1,Gold,1034,83.9,78.3,580
10455,No Starch Press Plus,Books,Programming Book,No Starch Press,2702109,4033000,33,799,4.1,5364,9341,961729,59695,21746,0.016,17,1,1,Gray,2932,81.6,74.1,563
10456,Sony Pro Controller,Gaming,Game Controller,Sony,63616649,68405000,7,530,5,7976,8012,989836,24667,29494,0.017,5,6,1,Red,4838,68.4,83.6,192
10457,Apple ZenBook 27,Laptop,Ultrabook,Apple,78321800,82444000,5,430,4.9,4533,2748,486063,13616,17737,0.068,3,1,1,White,1253,43.2,49.6,185
10458,Logitech Rival 10,Digital Products,Mouse,Logitech,5718000,9530000,40,331,4.2,9106,16787,1203803,31015,26710,0.066,14,7,1,Silver,754,90.6,83.1,1065
10459,Lenovo Standard,Mobile,Tablet,Lenovo,54155879,79641000,32,970,4.5,7943,10228,715023,35981,15992,0.015,17,3,1,Gray,600,69.9,66.4,901
10460,Sony Xbox Series X,Gaming,Game Console,Sony,35221000,35221000,0,720,4.8,6021,10317,1134090,30984,43006,0.043,12,1,1,Gray,2409,64.2,82.3,800
10461,Nike Standard,Fashion,Backpack,Nike,7991759,11928000,33,783,3.5,5661,10332,1222662,20355,20579,0.088,2,2,1,Red,560,72.2,69.5,965
10462,Samsung Premium,Mobile,Tablet,Samsung,12437209,18563000,33,665,4.4,11518,7165,1004556,30014,6490,0.051,12,4,1,Silver,225,79.8,75.4,494
10463,Nike Standard,Fashion,Backpack,Nike,8399000,8399000,0,753,4.2,14477,6915,1606250,72642,14529,0.102,12,2,1,Black,2001,63.6,85.4,210
10464,Apple A16,Mobile,Smartphone,Apple,18041000,18041000,0,149,4.4,3502,6620,920218,16015,15863,0.06,5,5,1,White,234,52.7,66.7,303
10465,Nikon D,Camera,DSLR Camera,Nikon,77099860,104189000,26,210,4.5,6714,4366,614301,19987,14712,0.014,20,4,1,Silver,580,57.6,59.1,185
10466,JBL Soundcore 27,Digital Products,Headphones,JBL,46302620,50882000,9,21,4.1,531,1914,240075,14644,3471,0.033,2,3,1,Green,433,24.6,28.1,72
10467,Nike Advanced,Fashion,Backpack,Nike,890560,1012000,12,221,5,6966,5202,729898,24445,24805,0.076,1,3,1,Green,3552,59.3,73.2,404
10468,Cougar Premium,Gaming,Gaming Chair,Cougar,59616000,79488000,25,7,4.0,1979,7131,545970,19639,16978,0.008,9,7,1,Blue,750,58.3,50.9,279
10469,Nintendo Pro Controller,Gaming,Game Controller,Nintendo,27997900,37835000,26,70,4.3,8615,22158,1699737,87269,58232,0.011,15,1,1,Red,3983,94.0,83.4,1092
10470,Fujifilm EOS R,Camera,Mirrorless Camera,Fujifilm,56725500,75634000,25,671,4.2,2663,4265,579616,24472,7511,0.059,2,2,1,Black,677,54.3,51.6,203
10471,Garmin Advanced,Mobile,Smartwatch,Garmin,8190720,10112000,19,79,4.6,4402,17092,1798787,50201,15866,0.051,8,2,1,Red,3457,83.0,73.6,531
10472,DJI X,Camera,Action Camera,DJI,95606100,106229000,10,52,3.9,5072,6139,617194,14699,4049,0.075,4,5,1,Red,4234,49.8,53.0,405
10473,Nike Plus,Fashion,Backpack,Nike,5057250,6743000,25,1712,4.4,15465,14647,1361996,37253,30811,0.078,18,6,1,Black,3919,84.9,92.1,535
10474,Philips Advanced,Home Appliances,Vacuum Cleaner,Philips,36236700,40263000,10,163,4.4,18401,16938,1569564,83373,32294,0.067,12,5,1,Red,4016,84.2,95.2,746
10475,WD P5 Plus 27,Digital Products,SSD,WD,32080040,39122000,18,811,4.3,6527,15854,1270421,24751,25072,0.014,6,4,1,White,3479,77.1,79.2,1362
10476,Samsung Plus,Mobile,Tablet,Samsung,17218600,17570000,2,494,4.6,13262,8807,1818479,66094,35974,0.074,10,1,1,Red,4895,71.6,86.8,425
10477,Cambridge Premium,Books,Science Book,Cambridge,1926750,2569000,25,1515,4.4,14187,9943,1468744,96054,55491,0.042,15,4,1,Gray,4217,82.2,88.6,649
10478,Huawei Standard,Mobile,Smartwatch,Huawei,52229800,74614000,30,376,4.5,4344,13421,895332,32342,28207,0.022,7,4,1,Red,864,77.8,70.4,557
10479,SteelSeries M720 34,Digital Products,Mouse,SteelSeries,4962560,7754000,36,199,4.3,10516,17645,1398112,60088,15253,0.044,1,4,1,Black,3077,90.5,84.0,1226
10480,Pearson Pro,Books,Science Book,Pearson,2572799,3840000,33,362,4.5,4792,14045,1034931,64732,41146,0.055,3,6,1,White,2729,85.0,77.7,846
10481,Lenovo MacBook Air 10,Laptop,Ultrabook,Lenovo,21224960,33164000,36,2014,4.1,12631,26044,1666052,101745,44838,0.026,5,5,1,Silver,1901,93.5,84.4,2265
10482,Samsung Pro,Home Appliances,Refrigerator,Samsung,66257730,66927000,1,1292,4.3,9492,8682,1170159,63246,7440,0.027,19,2,1,Gold,4395,70.7,74.0,250
10483,Cambridge Standard,Books,Science Book,Cambridge,2750000,3125000,12,435,4.4,6701,6993,620034,35046,9334,0.068,4,2,1,Red,980,53.6,56.2,206
